gene	Sham_C.Sham_WNV	Sham_C.Sham_JEV	Sham_C.WNVp_JEV	Name	description	attributes
CPIJ006805	0	0	1		Salivary C-type lectin [Source:UniProtKB/TrEMBL%3BAcc:B0WIE0]	ID=gene:CPIJ006805;biotype=protein_coding;description=Salivary C-type lectin [Source:UniProtKB/TrEMBL%3BAcc:B0WIE0];gene_id=CPIJ006805;logic_name=vectorbase_culex
CPIJ006811	0	0	1		Salivary C-type lectin [Source:UniProtKB/TrEMBL%3BAcc:B0WIE6]	ID=gene:CPIJ006811;biotype=protein_coding;description=Salivary C-type lectin [Source:UniProtKB/TrEMBL%3BAcc:B0WIE6];gene_id=CPIJ006811;logic_name=vectorbase_culex
CPIJ006818	0	0	1		Salivary C-type lectin [Source:UniProtKB/TrEMBL%3BAcc:B0WIF3]	ID=gene:CPIJ006818;biotype=protein_coding;description=Salivary C-type lectin [Source:UniProtKB/TrEMBL%3BAcc:B0WIF3];gene_id=CPIJ006818;logic_name=vectorbase_culex
CPIJ006828	0	0	1		Daughterless [Source:UniProtKB/TrEMBL%3BAcc:B0WJ83]	ID=gene:CPIJ006828;biotype=protein_coding;description=Daughterless [Source:UniProtKB/TrEMBL%3BAcc:B0WJ83];gene_id=CPIJ006828;logic_name=vectorbase_culex
CPIJ006829	1	0	0		Daughterless [Source:UniProtKB/TrEMBL%3BAcc:B0WJ84]	ID=gene:CPIJ006829;biotype=protein_coding;description=Daughterless [Source:UniProtKB/TrEMBL%3BAcc:B0WJ84];gene_id=CPIJ006829;logic_name=vectorbase_culex
CPIJ006854	0	1	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WI68]	ID=gene:CPIJ006854;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WI68];gene_id=CPIJ006854;logic_name=vectorbase_culex
CPIJ006882	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WJL5]	ID=gene:CPIJ006882;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WJL5];gene_id=CPIJ006882;logic_name=vectorbase_culex
CPIJ006914	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WII5]	ID=gene:CPIJ006914;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WII5];gene_id=CPIJ006914;logic_name=vectorbase_culex
CPIJ006935	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WIK6]	ID=gene:CPIJ006935;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WIK6];gene_id=CPIJ006935;logic_name=vectorbase_culex
CPIJ006943	0	0	1		Mitochondrial ribosomal protein S10 [Source:UniProtKB/TrEMBL%3BAcc:B0WJV6]	ID=gene:CPIJ006943;biotype=protein_coding;description=Mitochondrial ribosomal protein S10 [Source:UniProtKB/TrEMBL%3BAcc:B0WJV6];gene_id=CPIJ006943;logic_name=vectorbase_culex
CPIJ006975	0	0	1		vacuolar ATP synthase subunit g [Source:VB Community Annotation]	ID=gene:CPIJ006975;biotype=protein_coding;description=vacuolar ATP synthase subunit g [Source:VB Community Annotation];gene_id=CPIJ006975;logic_name=vectorbase_culex
CPIJ007000	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WI89]	ID=gene:CPIJ007000;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WI89];gene_id=CPIJ007000;logic_name=vectorbase_culex
CPIJ007013	0	0	1		Histidine triad nucleotide-binding protein 1 [Source:UniProtKB/TrEMBL%3BAcc:B0WIA2]	ID=gene:CPIJ007013;biotype=protein_coding;description=Histidine triad nucleotide-binding protein 1 [Source:UniProtKB/TrEMBL%3BAcc:B0WIA2];gene_id=CPIJ007013;logic_name=vectorbase_culex
CPIJ007043	0	0	1		Transmembrane protein 70 [Source:UniProtKB/TrEMBL%3BAcc:B0WIN8]	ID=gene:CPIJ007043;biotype=protein_coding;description=Transmembrane protein 70 [Source:UniProtKB/TrEMBL%3BAcc:B0WIN8];gene_id=CPIJ007043;logic_name=vectorbase_culex
CPIJ007051	0	0	1		immature colon carcinoma transcript 1 protein precursor [Source:VB Community Annotation]	ID=gene:CPIJ007051;biotype=protein_coding;description=immature colon carcinoma transcript 1 protein precursor [Source:VB Community Annotation];gene_id=CPIJ007051;logic_name=vectorbase_culex
CPIJ007053	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WIP8]	ID=gene:CPIJ007053;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WIP8];gene_id=CPIJ007053;logic_name=vectorbase_culex
CPIJ007068	0	0	1		Mitosis protein dim1 [Source:UniProtKB/TrEMBL%3BAcc:B0WIR3]	ID=gene:CPIJ007068;biotype=protein_coding;description=Mitosis protein dim1 [Source:UniProtKB/TrEMBL%3BAcc:B0WIR3];gene_id=CPIJ007068;logic_name=vectorbase_culex
CPIJ007070	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WIR5]	ID=gene:CPIJ007070;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WIR5];gene_id=CPIJ007070;logic_name=vectorbase_culex
CPIJ007098	0	0	1		ubiquitin-fold modifier 1 precursor [Source:VB Community Annotation]	ID=gene:CPIJ007098;biotype=protein_coding;description=ubiquitin-fold modifier 1 precursor [Source:VB Community Annotation];gene_id=CPIJ007098;logic_name=vectorbase_culex
CPIJ007185	1	0	0		katanin P80 subunit [Source:VB Community Annotation]	ID=gene:CPIJ007185;biotype=protein_coding;description=katanin P80 subunit [Source:VB Community Annotation];gene_id=CPIJ007185;logic_name=vectorbase_culex
CPIJ007339	0	0	1		RNA-binding protein 8A [Source:UniProtKB/TrEMBL%3BAcc:B0WKA7]	ID=gene:CPIJ007339;biotype=protein_coding;description=RNA-binding protein 8A [Source:UniProtKB/TrEMBL%3BAcc:B0WKA7];gene_id=CPIJ007339;logic_name=vectorbase_culex
CPIJ007346	1	0	0		TTC27 protein [Source:UniProtKB/TrEMBL%3BAcc:B0WKB4]	ID=gene:CPIJ007346;biotype=protein_coding;description=TTC27 protein [Source:UniProtKB/TrEMBL%3BAcc:B0WKB4];gene_id=CPIJ007346;logic_name=vectorbase_culex
CPIJ007352	1	0	1		Splicing factor yt521-b [Source:UniProtKB/TrEMBL%3BAcc:B0WKC0]	ID=gene:CPIJ007352;biotype=protein_coding;description=Splicing factor yt521-b [Source:UniProtKB/TrEMBL%3BAcc:B0WKC0];gene_id=CPIJ007352;logic_name=vectorbase_culex
CPIJ007377	0	0	1		Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WJE1]	ID=gene:CPIJ007377;biotype=protein_coding;description=Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WJE1];gene_id=CPIJ007377;logic_name=vectorbase_culex
CPIJ007378	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WJE2]	ID=gene:CPIJ007378;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WJE2];gene_id=CPIJ007378;logic_name=vectorbase_culex
CPIJ007395	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WJF9]	ID=gene:CPIJ007395;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WJF9];gene_id=CPIJ007395;logic_name=vectorbase_culex
CPIJ007401	1	0	0		Autophagy-specific protein%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ007401;biotype=protein_coding;description=Autophagy-specific protein%2C putative [Source:VB Community Annotation];gene_id=CPIJ007401;logic_name=vectorbase_culex
CPIJ007452	0	0	1		8.9 kDa basic salivary peptide%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ007452;biotype=protein_coding;description=8.9 kDa basic salivary peptide%2C putative [Source:VB Community Annotation];gene_id=CPIJ007452;logic_name=vectorbase_culex
CPIJ007453	0	0	1		Putative 4 kDa proline-rich salivary peptide [Source:UniProtKB/TrEMBL%3BAcc:Q6TRZ9]	ID=gene:CPIJ007453;biotype=protein_coding;description=Putative 4 kDa proline-rich salivary peptide [Source:UniProtKB/TrEMBL%3BAcc:Q6TRZ9];gene_id=CPIJ007453;logic_name=vectorbase_culex
CPIJ007454	0	0	1		small calcium-binding mitochondrial carrier%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ007454;biotype=protein_coding;description=small calcium-binding mitochondrial carrier%2C putative [Source:VB Community Annotation];gene_id=CPIJ007454;logic_name=vectorbase_culex
CPIJ007475	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WIW1]	ID=gene:CPIJ007475;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WIW1];gene_id=CPIJ007475;logic_name=vectorbase_culex
CPIJ007478	0	0	1		zinc finger protein%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ007478;biotype=protein_coding;description=zinc finger protein%2C putative [Source:VB Community Annotation];gene_id=CPIJ007478;logic_name=vectorbase_culex
CPIJ007486	1	0	0		Zinc finger protein 25 [Source:UniProtKB/TrEMBL%3BAcc:B0WIX2]	ID=gene:CPIJ007486;biotype=protein_coding;description=Zinc finger protein 25 [Source:UniProtKB/TrEMBL%3BAcc:B0WIX2];gene_id=CPIJ007486;logic_name=vectorbase_culex
CPIJ007490	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WIX6]	ID=gene:CPIJ007490;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WIX6];gene_id=CPIJ007490;logic_name=vectorbase_culex
CPIJ007491	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WIX7]	ID=gene:CPIJ007491;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WIX7];gene_id=CPIJ007491;logic_name=vectorbase_culex
CPIJ007541	0	0	1		NADH dehydrogenase 1 alpha subcomplex subunit 5 [Source:UniProtKB/TrEMBL%3BAcc:B0WLS3]	ID=gene:CPIJ007541;biotype=protein_coding;description=NADH dehydrogenase 1 alpha subcomplex subunit 5 [Source:UniProtKB/TrEMBL%3BAcc:B0WLS3];gene_id=CPIJ007541;logic_name=vectorbase_culex
CPIJ007542	0	0	1	DPT1	diptericin anti-microbial peptide [Source:VB Community Annotation]	ID=gene:CPIJ007542;Name=DPT1;biotype=protein_coding;description=diptericin anti-microbial peptide [Source:VB Community Annotation];gene_id=CPIJ007542;logic_name=vectorbase_culex
CPIJ007611	0	0	1	OBP3	odorant binding protein [Source:VB Community Annotation]	ID=gene:CPIJ007611;Name=OBP3;biotype=protein_coding;description=odorant binding protein [Source:VB Community Annotation];gene_id=CPIJ007611;logic_name=vectorbase_culex
CPIJ007630	1	0	0		DNA polymerase v [Source:UniProtKB/TrEMBL%3BAcc:B0WJH6]	ID=gene:CPIJ007630;biotype=protein_coding;description=DNA polymerase v [Source:UniProtKB/TrEMBL%3BAcc:B0WJH6];gene_id=CPIJ007630;logic_name=vectorbase_culex
CPIJ007632	0	0	1		Mitochondrial 28S ribosomal protein S6 [Source:UniProtKB/TrEMBL%3BAcc:B0WJH8]	ID=gene:CPIJ007632;biotype=protein_coding;description=Mitochondrial 28S ribosomal protein S6 [Source:UniProtKB/TrEMBL%3BAcc:B0WJH8];gene_id=CPIJ007632;logic_name=vectorbase_culex
CPIJ007646	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WKE0]	ID=gene:CPIJ007646;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WKE0];gene_id=CPIJ007646;logic_name=vectorbase_culex
CPIJ007654	0	0	1		mitochondrial ribosomal protein S11%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ007654;biotype=protein_coding;description=mitochondrial ribosomal protein S11%2C putative [Source:VB Community Annotation];gene_id=CPIJ007654;logic_name=vectorbase_culex
CPIJ007698	0	0	1		60S ribosomal protein L37a [Source:UniProtKB/TrEMBL%3BAcc:B0WLK8]	ID=gene:CPIJ007698;biotype=protein_coding;description=60S ribosomal protein L37a [Source:UniProtKB/TrEMBL%3BAcc:B0WLK8];gene_id=CPIJ007698;logic_name=vectorbase_culex
CPIJ007721	0	0	1		Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WN98]	ID=gene:CPIJ007721;biotype=protein_coding;description=Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WN98];gene_id=CPIJ007721;logic_name=vectorbase_culex
CPIJ007738	0	0	1		T-box protein H15 [Source:UniProtKB/TrEMBL%3BAcc:B0WNB5]	ID=gene:CPIJ007738;biotype=protein_coding;description=T-box protein H15 [Source:UniProtKB/TrEMBL%3BAcc:B0WNB5];gene_id=CPIJ007738;logic_name=vectorbase_culex
CPIJ007739	0	0	1		t-box transcription factor tbx20 [Source:VB Community Annotation]	ID=gene:CPIJ007739;biotype=protein_coding;description=t-box transcription factor tbx20 [Source:VB Community Annotation];gene_id=CPIJ007739;logic_name=vectorbase_culex
CPIJ007777	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WKP6]	ID=gene:CPIJ007777;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WKP6];gene_id=CPIJ007777;logic_name=vectorbase_culex
CPIJ007821	0	0	1		Ccr4-not transcription complex [Source:UniProtKB/TrEMBL%3BAcc:B0WLA1]	ID=gene:CPIJ007821;biotype=protein_coding;description=Ccr4-not transcription complex [Source:UniProtKB/TrEMBL%3BAcc:B0WLA1];gene_id=CPIJ007821;logic_name=vectorbase_culex
CPIJ007831	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WLB1]	ID=gene:CPIJ007831;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WLB1];gene_id=CPIJ007831;logic_name=vectorbase_culex
CPIJ007862	0	0	1		Mitochondrial ribosomal protein L50 [Source:UniProtKB/TrEMBL%3BAcc:B0WMS5]	ID=gene:CPIJ007862;biotype=protein_coding;description=Mitochondrial ribosomal protein L50 [Source:UniProtKB/TrEMBL%3BAcc:B0WMS5];gene_id=CPIJ007862;logic_name=vectorbase_culex
CPIJ007869	0	0	1		galactose-specific C-type lectin%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ007869;biotype=protein_coding;description=galactose-specific C-type lectin%2C putative [Source:VB Community Annotation];gene_id=CPIJ007869;logic_name=vectorbase_culex
CPIJ007926	0	0	1		Odorant-binding protein 56e%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ007926;biotype=protein_coding;description=Odorant-binding protein 56e%2C putative [Source:VB Community Annotation];gene_id=CPIJ007926;logic_name=vectorbase_culex
CPIJ007927	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WLZ5]	ID=gene:CPIJ007927;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WLZ5];gene_id=CPIJ007927;logic_name=vectorbase_culex
CPIJ007932	0	0	1	OBP38	odorant binding protein OBP38 [Source:VB Community Annotation]	ID=gene:CPIJ007932;Name=OBP38;biotype=protein_coding;description=odorant binding protein OBP38 [Source:VB Community Annotation];gene_id=CPIJ007932;logic_name=vectorbase_culex
CPIJ007941	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WM09]	ID=gene:CPIJ007941;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WM09];gene_id=CPIJ007941;logic_name=vectorbase_culex
CPIJ007945	0	0	1		PET117 polypeptide%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ007945;biotype=protein_coding;description=PET117 polypeptide%2C putative [Source:VB Community Annotation];gene_id=CPIJ007945;logic_name=vectorbase_culex
CPIJ007980	1	0	0		polyadenylate-binding protein 1 [Source:VB Community Annotation]	ID=gene:CPIJ007980;biotype=protein_coding;description=polyadenylate-binding protein 1 [Source:VB Community Annotation];gene_id=CPIJ007980;logic_name=vectorbase_culex
CPIJ007989	1	0	0		Porphobilinogen deaminase [Source:UniProtKB/TrEMBL%3BAcc:B0WMK9]	ID=gene:CPIJ007989;biotype=protein_coding;description=Porphobilinogen deaminase [Source:UniProtKB/TrEMBL%3BAcc:B0WMK9];gene_id=CPIJ007989;logic_name=vectorbase_culex
CPIJ007990	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WML0]	ID=gene:CPIJ007990;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WML0];gene_id=CPIJ007990;logic_name=vectorbase_culex
CPIJ007993	0	0	1	RpS12	40S ribosomal protein S12 [Source:UniProtKB/TrEMBL%3BAcc:B0WML3]	ID=gene:CPIJ007993;Name=RpS12;biotype=protein_coding;description=40S ribosomal protein S12 [Source:UniProtKB/TrEMBL%3BAcc:B0WML3];gene_id=CPIJ007993;logic_name=vectorbase_culex
CPIJ008001	0	0	1		Transmembrane protein 93 [Source:UniProtKB/TrEMBL%3BAcc:B0WGS0]	ID=gene:CPIJ008001;biotype=protein_coding;description=Transmembrane protein 93 [Source:UniProtKB/TrEMBL%3BAcc:B0WGS0];gene_id=CPIJ008001;logic_name=vectorbase_culex
CPIJ008028	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WMX3]	ID=gene:CPIJ008028;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WMX3];gene_id=CPIJ008028;logic_name=vectorbase_culex
CPIJ008029	0	0	1		Cell cycle control protein cwf14 [Source:UniProtKB/TrEMBL%3BAcc:B0WMX4]	ID=gene:CPIJ008029;biotype=protein_coding;description=Cell cycle control protein cwf14 [Source:UniProtKB/TrEMBL%3BAcc:B0WMX4];gene_id=CPIJ008029;logic_name=vectorbase_culex
CPIJ008088	0	0	1		kinesin-II 85 kDa subunit [Source:VB Community Annotation]	ID=gene:CPIJ008088;biotype=protein_coding;description=kinesin-II 85 kDa subunit [Source:VB Community Annotation];gene_id=CPIJ008088;logic_name=vectorbase_culex
CPIJ008099	0	0	1		39S ribosomal protein L52%2C mitochondrial precursor [Source:VB Community Annotation]	ID=gene:CPIJ008099;biotype=protein_coding;description=39S ribosomal protein L52%2C mitochondrial precursor [Source:VB Community Annotation];gene_id=CPIJ008099;logic_name=vectorbase_culex
CPIJ008101	0	0	1		mitochondrial ATP synthase lipid binding protein precursor [Source:VB Community Annotation]	ID=gene:CPIJ008101;biotype=protein_coding;description=mitochondrial ATP synthase lipid binding protein precursor [Source:VB Community Annotation];gene_id=CPIJ008101;logic_name=vectorbase_culex
CPIJ008177	0	0	1		HIG1 domain family member 2A [Source:UniProtKB/TrEMBL%3BAcc:B0WM78]	ID=gene:CPIJ008177;biotype=protein_coding;description=HIG1 domain family member 2A [Source:UniProtKB/TrEMBL%3BAcc:B0WM78];gene_id=CPIJ008177;logic_name=vectorbase_culex
CPIJ008180	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WM81]	ID=gene:CPIJ008180;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WM81];gene_id=CPIJ008180;logic_name=vectorbase_culex
CPIJ008184	0	0	1		60S ribosomal protein L35a [Source:UniProtKB/TrEMBL%3BAcc:B0WM85]	ID=gene:CPIJ008184;biotype=protein_coding;description=60S ribosomal protein L35a [Source:UniProtKB/TrEMBL%3BAcc:B0WM85];gene_id=CPIJ008184;logic_name=vectorbase_culex
CPIJ008192	1	0	0		ATP-dependent RNA helicase [Source:UniProtKB/TrEMBL%3BAcc:B0WL58]	ID=gene:CPIJ008192;biotype=protein_coding;description=ATP-dependent RNA helicase [Source:UniProtKB/TrEMBL%3BAcc:B0WL58];gene_id=CPIJ008192;logic_name=vectorbase_culex
CPIJ008197	1	1	0		Importin9 [Source:UniProtKB/TrEMBL%3BAcc:B0WL63]	ID=gene:CPIJ008197;biotype=protein_coding;description=Importin9 [Source:UniProtKB/TrEMBL%3BAcc:B0WL63];gene_id=CPIJ008197;logic_name=vectorbase_culex
CPIJ008200	0	0	1		cytochrome c oxidase subunit 5A%2C mitochondrial precursor [Source:VB Community Annotation]	ID=gene:CPIJ008200;biotype=protein_coding;description=cytochrome c oxidase subunit 5A%2C mitochondrial precursor [Source:VB Community Annotation];gene_id=CPIJ008200;logic_name=vectorbase_culex
CPIJ008256	0	1	0		Threonine dehydrogenase [Source:UniProtKB/TrEMBL%3BAcc:B0WLP8]	ID=gene:CPIJ008256;biotype=protein_coding;description=Threonine dehydrogenase [Source:UniProtKB/TrEMBL%3BAcc:B0WLP8];gene_id=CPIJ008256;logic_name=vectorbase_culex
CPIJ008261	0	0	1		Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WLQ3]	ID=gene:CPIJ008261;biotype=protein_coding;description=Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WLQ3];gene_id=CPIJ008261;logic_name=vectorbase_culex
CPIJ008278	0	0	1		Huntingtin-interacting protein HYPK [Source:UniProtKB/TrEMBL%3BAcc:B0WL10]	ID=gene:CPIJ008278;biotype=protein_coding;description=Huntingtin-interacting protein HYPK [Source:UniProtKB/TrEMBL%3BAcc:B0WL10];gene_id=CPIJ008278;logic_name=vectorbase_culex
CPIJ008291	0	0	1		Low molecular weight phosphotyrosine protein phosphatase 1 [Source:UniProtKB/TrEMBL%3BAcc:B0WL23]	ID=gene:CPIJ008291;biotype=protein_coding;description=Low molecular weight phosphotyrosine protein phosphatase 1 [Source:UniProtKB/TrEMBL%3BAcc:B0WL23];gene_id=CPIJ008291;logic_name=vectorbase_culex
CPIJ008310	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WL42]	ID=gene:CPIJ008310;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WL42];gene_id=CPIJ008310;logic_name=vectorbase_culex
CPIJ008356	0	0	1		mitochondrial ubiquinol-cytochrome c reductase hinge protein [Source:VB Community Annotation]	ID=gene:CPIJ008356;biotype=protein_coding;description=mitochondrial ubiquinol-cytochrome c reductase hinge protein [Source:VB Community Annotation];gene_id=CPIJ008356;logic_name=vectorbase_culex
CPIJ008359	1	0	0		ATP-dependent Clp protease ATP-binding subunit clpX [Source:UniProtKB/TrEMBL%3BAcc:B0WMC1]	ID=gene:CPIJ008359;biotype=protein_coding;description=ATP-dependent Clp protease ATP-binding subunit clpX [Source:UniProtKB/TrEMBL%3BAcc:B0WMC1];gene_id=CPIJ008359;logic_name=vectorbase_culex
CPIJ008379	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WME1]	ID=gene:CPIJ008379;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WME1];gene_id=CPIJ008379;logic_name=vectorbase_culex
CPIJ008381	0	0	1		RT14 protein [Source:UniProtKB/TrEMBL%3BAcc:B0WME3]	ID=gene:CPIJ008381;biotype=protein_coding;description=RT14 protein [Source:UniProtKB/TrEMBL%3BAcc:B0WME3];gene_id=CPIJ008381;logic_name=vectorbase_culex
CPIJ008389	0	0	1		40S ribosomal protein S12 [Source:VB Community Annotation]	ID=gene:CPIJ008389;biotype=protein_coding;description=40S ribosomal protein S12 [Source:VB Community Annotation];gene_id=CPIJ008389;logic_name=vectorbase_culex
CPIJ008392	0	0	1		N-acetyltransferase 5 [Source:UniProtKB/TrEMBL%3BAcc:B0WMF4]	ID=gene:CPIJ008392;biotype=protein_coding;description=N-acetyltransferase 5 [Source:UniProtKB/TrEMBL%3BAcc:B0WMF4];gene_id=CPIJ008392;logic_name=vectorbase_culex
CPIJ008402	0	0	1	mRpL33	39S ribosomal protein L33%2C mitochondrial [Source:VB Community Annotation]	ID=gene:CPIJ008402;Name=mRpL33;biotype=protein_coding;description=39S ribosomal protein L33%2C mitochondrial [Source:VB Community Annotation];gene_id=CPIJ008402;logic_name=vectorbase_culex
