gene	WNVp_C.WNVp_WNV	Sham_WNV.WNVp_WNV	WNVp_WNV.WNVp_JEV	Sham_JEV.WNVp_JEV	Sham_C.Sham_WNV	Sham_C.Sham_JEV	Sham_C.WNVp_JEV	Name	description	attributes
CPIJ002738	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6I7]	ID=gene:CPIJ002738;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6I7];gene_id=CPIJ002738;logic_name=vectorbase_culex
CPIJ002739	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6I8]	ID=gene:CPIJ002739;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6I8];gene_id=CPIJ002739;logic_name=vectorbase_culex
CPIJ002747	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6J6]	ID=gene:CPIJ002747;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6J6];gene_id=CPIJ002747;logic_name=vectorbase_culex
CPIJ002748	0	0	0	1	0	0	0		protein trunk precursor [Source:VB Community Annotation]	ID=gene:CPIJ002748;biotype=protein_coding;description=protein trunk precursor [Source:VB Community Annotation];gene_id=CPIJ002748;logic_name=vectorbase_culex
CPIJ002750	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6J9]	ID=gene:CPIJ002750;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6J9];gene_id=CPIJ002750;logic_name=vectorbase_culex
CPIJ002763	0	0	1	1	0	0	1		mediator complex%2C subunit%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ002763;biotype=protein_coding;description=mediator complex%2C subunit%2C putative [Source:VB Community Annotation];gene_id=CPIJ002763;logic_name=vectorbase_culex
CPIJ002771	0	0	1	1	0	0	1		Cystatin-like protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6M0]	ID=gene:CPIJ002771;biotype=protein_coding;description=Cystatin-like protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6M0];gene_id=CPIJ002771;logic_name=vectorbase_culex
CPIJ002773	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6M2]	ID=gene:CPIJ002773;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6M2];gene_id=CPIJ002773;logic_name=vectorbase_culex
CPIJ002775	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6M4]	ID=gene:CPIJ002775;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6M4];gene_id=CPIJ002775;logic_name=vectorbase_culex
CPIJ002780	0	0	0	0	1	0	0	Sur-8	leucine-rich repeat protein SHOC-2 [Source:VB Community Annotation]	ID=gene:CPIJ002780;Name=Sur-8;biotype=protein_coding;description=leucine-rich repeat protein SHOC-2 [Source:VB Community Annotation];gene_id=CPIJ002780;logic_name=vectorbase_culex
CPIJ002785	0	0	0	1	0	0	0		carboxylesterase [Source:VB Community Annotation]	ID=gene:CPIJ002785;biotype=protein_coding;description=carboxylesterase [Source:VB Community Annotation];gene_id=CPIJ002785;logic_name=vectorbase_culex
CPIJ002836	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W8F8]	ID=gene:CPIJ002836;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W8F8];gene_id=CPIJ002836;logic_name=vectorbase_culex
CPIJ002837	0	0	0	1	0	0	0		Calpain (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0W6N4]	ID=gene:CPIJ002837;biotype=protein_coding;description=Calpain (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0W6N4];gene_id=CPIJ002837;logic_name=vectorbase_culex
CPIJ002843	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6P0]	ID=gene:CPIJ002843;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6P0];gene_id=CPIJ002843;logic_name=vectorbase_culex
CPIJ002844	0	0	1	1	0	0	1		Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6P1]	ID=gene:CPIJ002844;biotype=protein_coding;description=Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6P1];gene_id=CPIJ002844;logic_name=vectorbase_culex
CPIJ002851	0	0	0	1	0	0	1		BEL12_AG transposon polyprotein%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ002851;biotype=protein_coding;description=BEL12_AG transposon polyprotein%2C putative [Source:VB Community Annotation];gene_id=CPIJ002851;logic_name=vectorbase_culex
CPIJ002852	0	0	0	0	1	0	0		OTU domain-containing protein 5-A [Source:UniProtKB/TrEMBL%3BAcc:B0W6P9]	ID=gene:CPIJ002852;biotype=protein_coding;description=OTU domain-containing protein 5-A [Source:UniProtKB/TrEMBL%3BAcc:B0W6P9];gene_id=CPIJ002852;logic_name=vectorbase_culex
CPIJ002853	0	0	1	1	0	0	1		transmembrane protein 167 precursor [Source:VB Community Annotation]	ID=gene:CPIJ002853;biotype=protein_coding;description=transmembrane protein 167 precursor [Source:VB Community Annotation];gene_id=CPIJ002853;logic_name=vectorbase_culex
CPIJ002855	0	0	0	0	1	0	0		Ras GTPase-activating protein 1 [Source:UniProtKB/TrEMBL%3BAcc:B0W6Q2]	ID=gene:CPIJ002855;biotype=protein_coding;description=Ras GTPase-activating protein 1 [Source:UniProtKB/TrEMBL%3BAcc:B0W6Q2];gene_id=CPIJ002855;logic_name=vectorbase_culex
CPIJ002856	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6Q3]	ID=gene:CPIJ002856;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6Q3];gene_id=CPIJ002856;logic_name=vectorbase_culex
CPIJ002872	0	0	1	1	0	0	1		Mitochondrial 39S ribosomal protein L49 [Source:UniProtKB/TrEMBL%3BAcc:B0W6R9]	ID=gene:CPIJ002872;biotype=protein_coding;description=Mitochondrial 39S ribosomal protein L49 [Source:UniProtKB/TrEMBL%3BAcc:B0W6R9];gene_id=CPIJ002872;logic_name=vectorbase_culex
CPIJ002877	0	0	0	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6S4]	ID=gene:CPIJ002877;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6S4];gene_id=CPIJ002877;logic_name=vectorbase_culex
CPIJ002881	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6S8]	ID=gene:CPIJ002881;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6S8];gene_id=CPIJ002881;logic_name=vectorbase_culex
CPIJ002885	0	0	1	1	0	0	1		Small nuclear ribonucleoprotein G [Source:UniProtKB/TrEMBL%3BAcc:B0W6T2]	ID=gene:CPIJ002885;biotype=protein_coding;description=Small nuclear ribonucleoprotein G [Source:UniProtKB/TrEMBL%3BAcc:B0W6T2];gene_id=CPIJ002885;logic_name=vectorbase_culex
CPIJ002897	0	0	1	1	0	0	0	APG8	autophagy related gene [Source:VB Community Annotation]	ID=gene:CPIJ002897;Name=APG8;biotype=protein_coding;description=autophagy related gene [Source:VB Community Annotation];gene_id=CPIJ002897;logic_name=vectorbase_culex
CPIJ002906	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W740]	ID=gene:CPIJ002906;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W740];gene_id=CPIJ002906;logic_name=vectorbase_culex
CPIJ002908	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W742]	ID=gene:CPIJ002908;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W742];gene_id=CPIJ002908;logic_name=vectorbase_culex
CPIJ002917	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W751]	ID=gene:CPIJ002917;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W751];gene_id=CPIJ002917;logic_name=vectorbase_culex
CPIJ002918	0	0	1	1	0	0	1		Eukaryotic translation initiation factor 4 gamma [Source:UniProtKB/TrEMBL%3BAcc:B0W752]	ID=gene:CPIJ002918;biotype=protein_coding;description=Eukaryotic translation initiation factor 4 gamma [Source:UniProtKB/TrEMBL%3BAcc:B0W752];gene_id=CPIJ002918;logic_name=vectorbase_culex
CPIJ002930	0	0	1	1	0	0	1		RNA polymerase small Zn-binding subunit%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ002930;biotype=protein_coding;description=RNA polymerase small Zn-binding subunit%2C putative [Source:VB Community Annotation];gene_id=CPIJ002930;logic_name=vectorbase_culex
CPIJ002949	0	1	0	1	0	0	0		protein mago nashi [Source:VB Community Annotation]	ID=gene:CPIJ002949;biotype=protein_coding;description=protein mago nashi [Source:VB Community Annotation];gene_id=CPIJ002949;logic_name=vectorbase_culex
CPIJ002952	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W786]	ID=gene:CPIJ002952;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W786];gene_id=CPIJ002952;logic_name=vectorbase_culex
CPIJ002961	1	0	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W795]	ID=gene:CPIJ002961;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W795];gene_id=CPIJ002961;logic_name=vectorbase_culex
CPIJ002962	0	0	0	1	0	0	0			ID=gene:CPIJ002962;biotype=protein_coding;gene_id=CPIJ002962;logic_name=vectorbase_culex
CPIJ002968	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W7A2]	ID=gene:CPIJ002968;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W7A2];gene_id=CPIJ002968;logic_name=vectorbase_culex
CPIJ002994	0	0	1	1	0	0	1		HSPC176 [Source:UniProtKB/TrEMBL%3BAcc:B0W852]	ID=gene:CPIJ002994;biotype=protein_coding;description=HSPC176 [Source:UniProtKB/TrEMBL%3BAcc:B0W852];gene_id=CPIJ002994;logic_name=vectorbase_culex
CPIJ002999	0	0	0	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W857]	ID=gene:CPIJ002999;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W857];gene_id=CPIJ002999;logic_name=vectorbase_culex
CPIJ003001	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W859]	ID=gene:CPIJ003001;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W859];gene_id=CPIJ003001;logic_name=vectorbase_culex
CPIJ003005	0	0	0	1	0	0	0		Coatomer subunit zeta-1 [Source:UniProtKB/TrEMBL%3BAcc:B0W863]	ID=gene:CPIJ003005;biotype=protein_coding;description=Coatomer subunit zeta-1 [Source:UniProtKB/TrEMBL%3BAcc:B0W863];gene_id=CPIJ003005;logic_name=vectorbase_culex
CPIJ003010	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W868]	ID=gene:CPIJ003010;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W868];gene_id=CPIJ003010;logic_name=vectorbase_culex
CPIJ003013	0	0	1	1	0	0	1	RpS4	40S ribosomal protein S4 [Source:UniProtKB/TrEMBL%3BAcc:B0W871]	ID=gene:CPIJ003013;Name=RpS4;biotype=protein_coding;description=40S ribosomal protein S4 [Source:UniProtKB/TrEMBL%3BAcc:B0W871];gene_id=CPIJ003013;logic_name=vectorbase_culex
CPIJ003018	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W876]	ID=gene:CPIJ003018;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W876];gene_id=CPIJ003018;logic_name=vectorbase_culex
CPIJ003065	0	0	1	1	0	0	1		Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6W7]	ID=gene:CPIJ003065;biotype=protein_coding;description=Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6W7];gene_id=CPIJ003065;logic_name=vectorbase_culex
CPIJ003070	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6X2]	ID=gene:CPIJ003070;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6X2];gene_id=CPIJ003070;logic_name=vectorbase_culex
CPIJ003072	0	0	0	1	0	0	0		LSM11 protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6X4]	ID=gene:CPIJ003072;biotype=protein_coding;description=LSM11 protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6X4];gene_id=CPIJ003072;logic_name=vectorbase_culex
CPIJ003073	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6X5]	ID=gene:CPIJ003073;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6X5];gene_id=CPIJ003073;logic_name=vectorbase_culex
CPIJ003074	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6X6]	ID=gene:CPIJ003074;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6X6];gene_id=CPIJ003074;logic_name=vectorbase_culex
CPIJ003079	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6Y1]	ID=gene:CPIJ003079;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6Y1];gene_id=CPIJ003079;logic_name=vectorbase_culex
CPIJ003085	0	0	1	1	0	0	1		Barrier-to-autointegration factor B [Source:UniProtKB/TrEMBL%3BAcc:B0W6Y7]	ID=gene:CPIJ003085;biotype=protein_coding;description=Barrier-to-autointegration factor B [Source:UniProtKB/TrEMBL%3BAcc:B0W6Y7];gene_id=CPIJ003085;logic_name=vectorbase_culex
CPIJ003087	0	0	0	0	1	0	0		Striatin [Source:UniProtKB/TrEMBL%3BAcc:B0W6Y9]	ID=gene:CPIJ003087;biotype=protein_coding;description=Striatin [Source:UniProtKB/TrEMBL%3BAcc:B0W6Y9];gene_id=CPIJ003087;logic_name=vectorbase_culex
CPIJ003090	0	0	0	0	1	0	0		Cullin [Source:UniProtKB/TrEMBL%3BAcc:B0W6Z2]	ID=gene:CPIJ003090;biotype=protein_coding;description=Cullin [Source:UniProtKB/TrEMBL%3BAcc:B0W6Z2];gene_id=CPIJ003090;logic_name=vectorbase_culex
CPIJ003098	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W700]	ID=gene:CPIJ003098;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W700];gene_id=CPIJ003098;logic_name=vectorbase_culex
CPIJ003099	0	0	1	1	0	0	1		Ribosomal protein S27a [Source:UniProtKB/TrEMBL%3BAcc:B0W701]	ID=gene:CPIJ003099;biotype=protein_coding;description=Ribosomal protein S27a [Source:UniProtKB/TrEMBL%3BAcc:B0W701];gene_id=CPIJ003099;logic_name=vectorbase_culex
CPIJ003108	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W710]	ID=gene:CPIJ003108;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W710];gene_id=CPIJ003108;logic_name=vectorbase_culex
CPIJ003109	0	0	1	0	0	0	0		cyclophilin-r [Source:VB Community Annotation]	ID=gene:CPIJ003109;biotype=protein_coding;description=cyclophilin-r [Source:VB Community Annotation];gene_id=CPIJ003109;logic_name=vectorbase_culex
CPIJ003120	0	0	1	1	0	0	1		Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W722]	ID=gene:CPIJ003120;biotype=protein_coding;description=Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W722];gene_id=CPIJ003120;logic_name=vectorbase_culex
CPIJ003121	0	0	0	1	0	0	0		Dynactin subunit 5 [Source:UniProtKB/TrEMBL%3BAcc:B0W723]	ID=gene:CPIJ003121;biotype=protein_coding;description=Dynactin subunit 5 [Source:UniProtKB/TrEMBL%3BAcc:B0W723];gene_id=CPIJ003121;logic_name=vectorbase_culex
CPIJ003130	0	0	1	1	0	0	1		replication factor A%2C 14kD-subunit%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ003130;biotype=protein_coding;description=replication factor A%2C 14kD-subunit%2C putative [Source:VB Community Annotation];gene_id=CPIJ003130;logic_name=vectorbase_culex
CPIJ003139	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W7P3]	ID=gene:CPIJ003139;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W7P3];gene_id=CPIJ003139;logic_name=vectorbase_culex
CPIJ003144	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W7P8]	ID=gene:CPIJ003144;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W7P8];gene_id=CPIJ003144;logic_name=vectorbase_culex
CPIJ003149	0	0	1	1	0	0	1		Dj-1 protein [Source:UniProtKB/TrEMBL%3BAcc:B0W7Q3]	ID=gene:CPIJ003149;biotype=protein_coding;description=Dj-1 protein [Source:UniProtKB/TrEMBL%3BAcc:B0W7Q3];gene_id=CPIJ003149;logic_name=vectorbase_culex
CPIJ003155	0	0	0	1	0	0	0		Exosomal 3'-5' exoribonuclease complex subunit ski4 [Source:UniProtKB/TrEMBL%3BAcc:B0W7Q9]	ID=gene:CPIJ003155;biotype=protein_coding;description=Exosomal 3'-5' exoribonuclease complex subunit ski4 [Source:UniProtKB/TrEMBL%3BAcc:B0W7Q9];gene_id=CPIJ003155;logic_name=vectorbase_culex
CPIJ003159	0	0	1	1	0	0	0		Ribosomal protein P0 [Source:UniProtKB/TrEMBL%3BAcc:B0W7R3]	ID=gene:CPIJ003159;biotype=protein_coding;description=Ribosomal protein P0 [Source:UniProtKB/TrEMBL%3BAcc:B0W7R3];gene_id=CPIJ003159;logic_name=vectorbase_culex
CPIJ003164	0	0	0	0	1	1	0		integrin alpha-PS1 precursor [Source:VB Community Annotation]	ID=gene:CPIJ003164;biotype=protein_coding;description=integrin alpha-PS1 precursor [Source:VB Community Annotation];gene_id=CPIJ003164;logic_name=vectorbase_culex
CPIJ003173	0	0	1	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W7S7]	ID=gene:CPIJ003173;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W7S7];gene_id=CPIJ003173;logic_name=vectorbase_culex
CPIJ003174	0	0	1	1	0	0	1		Ubiquitin fusion degradation protein 2 [Source:UniProtKB/TrEMBL%3BAcc:B0W7S8]	ID=gene:CPIJ003174;biotype=protein_coding;description=Ubiquitin fusion degradation protein 2 [Source:UniProtKB/TrEMBL%3BAcc:B0W7S8];gene_id=CPIJ003174;logic_name=vectorbase_culex
CPIJ003176	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W7T0]	ID=gene:CPIJ003176;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W7T0];gene_id=CPIJ003176;logic_name=vectorbase_culex
CPIJ003186	0	0	0	0	1	0	0		Gamma-glutamyl transpeptidase [Source:UniProtKB/TrEMBL%3BAcc:B0W7U0]	ID=gene:CPIJ003186;biotype=protein_coding;description=Gamma-glutamyl transpeptidase [Source:UniProtKB/TrEMBL%3BAcc:B0W7U0];gene_id=CPIJ003186;logic_name=vectorbase_culex
CPIJ003187	1	0	0	0	1	0	0		Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL%3BAcc:B0W7U1]	ID=gene:CPIJ003187;biotype=protein_coding;description=Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL%3BAcc:B0W7U1];gene_id=CPIJ003187;logic_name=vectorbase_culex
CPIJ003193	0	0	0	0	1	0	0		Group ii plp decarboxylase [Source:UniProtKB/TrEMBL%3BAcc:B0W7U7]	ID=gene:CPIJ003193;biotype=protein_coding;description=Group ii plp decarboxylase [Source:UniProtKB/TrEMBL%3BAcc:B0W7U7];gene_id=CPIJ003193;logic_name=vectorbase_culex
CPIJ003204	0	0	0	1	0	0	1		DNAJ chaperone [Source:UniProtKB/TrEMBL%3BAcc:B0W7V8]	ID=gene:CPIJ003204;biotype=protein_coding;description=DNAJ chaperone [Source:UniProtKB/TrEMBL%3BAcc:B0W7V8];gene_id=CPIJ003204;logic_name=vectorbase_culex
CPIJ003205	0	0	1	1	0	0	1		Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0W7V9]	ID=gene:CPIJ003205;biotype=protein_coding;description=Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0W7V9];gene_id=CPIJ003205;logic_name=vectorbase_culex
CPIJ003274	0	0	0	0	1	0	0		vacuolar proton translocating ATPase 116 kDa subunit a isoform 1 [Source:VB Community Annotation]	ID=gene:CPIJ003274;biotype=protein_coding;description=vacuolar proton translocating ATPase 116 kDa subunit a isoform 1 [Source:VB Community Annotation];gene_id=CPIJ003274;logic_name=vectorbase_culex
CPIJ003277	0	0	0	1	0	0	0		U1 small nuclear ribonucleoprotein C [Source:UniProtKB/TrEMBL%3BAcc:B0W8G9]	ID=gene:CPIJ003277;biotype=protein_coding;description=U1 small nuclear ribonucleoprotein C [Source:UniProtKB/TrEMBL%3BAcc:B0W8G9];gene_id=CPIJ003277;logic_name=vectorbase_culex
CPIJ003285	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W8H7]	ID=gene:CPIJ003285;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W8H7];gene_id=CPIJ003285;logic_name=vectorbase_culex
CPIJ003301	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W8J3]	ID=gene:CPIJ003301;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W8J3];gene_id=CPIJ003301;logic_name=vectorbase_culex
CPIJ003302	0	0	0	1	0	0	1		RNA-binding protein 34 [Source:UniProtKB/TrEMBL%3BAcc:B0W8J4]	ID=gene:CPIJ003302;biotype=protein_coding;description=RNA-binding protein 34 [Source:UniProtKB/TrEMBL%3BAcc:B0W8J4];gene_id=CPIJ003302;logic_name=vectorbase_culex
CPIJ003308	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W8K0]	ID=gene:CPIJ003308;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W8K0];gene_id=CPIJ003308;logic_name=vectorbase_culex
CPIJ003318	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W8L0]	ID=gene:CPIJ003318;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W8L0];gene_id=CPIJ003318;logic_name=vectorbase_culex
CPIJ003340	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W8N2]	ID=gene:CPIJ003340;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W8N2];gene_id=CPIJ003340;logic_name=vectorbase_culex
CPIJ003344	0	0	0	1	0	0	1		CAS1 domain containing 1 [Source:UniProtKB/TrEMBL%3BAcc:B0W8N6]	ID=gene:CPIJ003344;biotype=protein_coding;description=CAS1 domain containing 1 [Source:UniProtKB/TrEMBL%3BAcc:B0W8N6];gene_id=CPIJ003344;logic_name=vectorbase_culex
CPIJ003397	0	0	0	1	0	0	0		Aldo-keto reductase [Source:UniProtKB/TrEMBL%3BAcc:B0W808]	ID=gene:CPIJ003397;biotype=protein_coding;description=Aldo-keto reductase [Source:UniProtKB/TrEMBL%3BAcc:B0W808];gene_id=CPIJ003397;logic_name=vectorbase_culex
CPIJ003399	0	1	0	0	0	0	0		Peroxiredoxins%2C prx-1%2C prx-2%2C prx-3 [Source:UniProtKB/TrEMBL%3BAcc:B0W810]	ID=gene:CPIJ003399;biotype=protein_coding;description=Peroxiredoxins%2C prx-1%2C prx-2%2C prx-3 [Source:UniProtKB/TrEMBL%3BAcc:B0W810];gene_id=CPIJ003399;logic_name=vectorbase_culex
CPIJ003400	0	0	1	1	0	0	1		Predicted protein [Source:UniProtKB/TrEMBL%3BAcc:B0W811]	ID=gene:CPIJ003400;biotype=protein_coding;description=Predicted protein [Source:UniProtKB/TrEMBL%3BAcc:B0W811];gene_id=CPIJ003400;logic_name=vectorbase_culex
CPIJ003403	0	0	0	1	0	0	0		Cdk10/11 [Source:UniProtKB/TrEMBL%3BAcc:B0W814]	ID=gene:CPIJ003403;biotype=protein_coding;description=Cdk10/11 [Source:UniProtKB/TrEMBL%3BAcc:B0W814];gene_id=CPIJ003403;logic_name=vectorbase_culex
CPIJ003406	0	0	1	1	0	0	0		nucleoside diphosphate kinase%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ003406;biotype=protein_coding;description=nucleoside diphosphate kinase%2C putative [Source:VB Community Annotation];gene_id=CPIJ003406;logic_name=vectorbase_culex
